domicilio,servicios-con-los-que-cuenta,capacidad-de-familias,capacidad-de-personas,nombre-del-municipio,region,entidad,nombre-del-enlace-regional,uso-del-inmueble,nombre-de-la-localidad,coordenada-y,nombre-del-inmueble,coordenada-x
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",20.0,80.0,CAZONES DE HERRERA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,RANCHO PALMAS,20.7183333333,ESCUELA PRIMARIA JUSTO SIERRA,-97.24
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",5.0,20.0,CAZONES DE HERRERA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,CASA PARTICULAR,MORISCO NUMERO 2,20.7069444444,CASA DE CORNELIO (PARTICULAR),-97.2886111111
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",38.0,150.0,CAZONES DE HERRERA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,CRUZ BLANCA NUMERO 2,20.6275,ESCUELA PRIMARIA IGNACIO ZARAGOZA,-97.2897222222
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",10.0,40.0,CAZONES DE HERRERA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,CHACA GORDA,20.7288888889,ESCUELA PRIMARIA HIMNO NACIONAL,-97.2286111111
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",50.0,200.0,CAZONES DE HERRERA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,CEIBA,20.7711111111,ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA,-97.2752777778
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",50.0,200.0,CAZONES DE HERRERA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,LA UNION KM 31,20.6959314457,TELEBACHILLERATO,-97.3417309628
CONOCIDO CABELLAL NUMERO 1,"AGUA, LUZ, SANITARIOS",150.0,600.0,CAZONES DE HERRERA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,CERRO DEL FORTIN,20.6764844141,ESCUELA PRIMARIA ALBERTO GARCIA SOTO,-97.3238870777
CONOCIDO CERRO DEL FORTIN,"AGUA, LUZ, SANITARIOS",150.0,600.0,CAZONES DE HERRERA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,4 DE ENERO CERRO DEL FORTIN,20.6767054904,TELESECUNDARIA FRANCISCO VILLA,-97.3245017653
SIN DATO,"AGUA, LUZ, SANITARIOS",5.0,20.0,COAHUITLAN,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,IGLESIA,COAHUITLAN,20.2616388889,COAHUITLAN,-97.7295833333
SIN DATO,SIN DATO,5.0,20.0,COAHUITLAN,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SIN DATO,MACEDONIO ALONSO,20.2743611111,MACEDONIO ALONSO,-97.6900833333
SIN DATO,SIN DATO,5.0,20.0,COAHUITLAN,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SIN DATO,PROGRESO DE ZARAGOZA,20.2709444444,PROGRESO DE ZARAGOZA,-97.71225
SIN DATO,SIN DATO,5.0,20.0,COATZINTLA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,EL ESQUITIN,20.37222,POLVORIN LA MURALLA,-97.5960616667
CALLE LUIS DONALDO COLOSIO SIN NUMERO COLONIA SECTOR COATZINTLA,"AGUA, LUZ, BAÑOS",25.0,100.0,COATZINTLA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COATZINTLA,20.484442,CENTRO SOCIAL DE TRABAJADORES JUBILADOS,-97.465441
SIN DATO,"AGUA, LUZ, BAÑOS",125.0,500.0,COATZINTLA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COATZINTLA,20.487063,CENTRO SOCIAL COATZINTECO,-97.468105
REFORMA ADOLFO RUIZ CORTINEZ COATZINTLA,"AGUA, LUZ, BAÑOS",5.0,20.0,COATZINTLA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COATZINTLA,20.487648,DIF MUNICIPAL,-97.470765
"VENUSTIANO CARRANZA SIN NUMERO COL BARRIO DE XICO, COATZINTLA","AGUA, LUZ, BAÑOS",25.0,100.0,COATZINTLA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COATZINTLA,20.477756,CENTRO DE DESARROLLO COMUNITARIO,-97.455828
HUEYTEPEC SIN NUMERO FRACCIONAMIENTO OLMECAS,"AGUA, LUZ, BAÑOS",25.0,100.0,COATZINTLA,POZA RICA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,CENTRO DE SALUD,COATZINTLA,20.483558,CENTRO DE SALUD OLMECAS,-97.457101
PORFIRIO DIAZ SIN NUMERO,"AGUA, LUZ, BAÑOS",125.0,500.0,COYUTLA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,IGLESIA,COYUTLA,20.246725,IGLESIA CATOLICA SAN ANDRES APOSTOL,-97.6591166667
CALLE HIDALGO SIN NUMERO,"AGUA, LUZ, BAÑOS",150.0,600.0,COYUTLA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COYUTLA,20.2476666667,ASOCIACION GANADERA LOCAL,-97.6606766667
CARRETERA COYUTLA - PAPANTLA SIN NUMERO,"AGUA, LUZ, BAÑOS",75.0,300.0,COYUTLA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COYUTLA,20.2482866667,SALON DE FIESTAS DE MARIANY,-97.6475316667
CALLE VENUSTIANO CARRANZA SIN NUMERO ESQUINA CALLE HIDALGO,"AGUA, LUZ, BAÑOS",125.0,500.0,COYUTLA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COYUTLA,20.2472683333,AUDITORIO DE LA ESCUELA SE TE NUMERO 48,-97.66279
PLAZA REFORMA SIN NUMERO,"AGUA, LUZ, BAÑOS",5.0,25.0,COYUTLA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COYUTLA,20.2469333333,AUDITORIO DE LA ESCUELA PRIMARIA FEDERAL SALVADOR DIAZ MIRON,-97.6575233333
SIN DATO,"AGUA, LUZ, BAÑOS",5.0,25.0,COYUTLA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,COYUTLA,20.2474066667,JUAN DE LA LUZ ENRIQUEZ,-97.64999
CONOCIDO,"AGUA, LUZ, SANITARIOS",14.0,60.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,EL PACIFICO,20.2741353058,TEMPLO SEMBRADOR,-97.5705973766
CONOCIDO,"AGUA, LUZ, SANITARIOS",60.0,250.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,IGLESIA,EL PACIFICO,20.274130519,ESCUELA PRIMARIA BENITO JUAREZ,-97.5704331785
CONOCIDO,"AGUA, LUZ, SANITARIOS",30.0,120.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,ARENAL,20.2686207443,IGLESIA CATOLICA STA. NATIVIDAD,-97.5922679051
CONOCIDO,"AGUA, LUZ, SANITARIOS",125.0,500.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,ARENAL,20.2684512486,ESCUELA PRIMARIA JUSTO SIERRA,-97.5918560375
CONOCIDO,"AGUA, LUZ, SANITARIOS",30.0,125.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,ORIENTE MEDIO DIA,20.2752411267,ESC PRIMARIA LUIS ECHEVERRIA ALVAREZ,-97.4835793422
CONOCIDO,"AGUA, LUZ, SANITARIOS",14.0,60.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,ORIENTE MEDIO DIA,20.2751918612,CASA DEL CAMPESINO,-97.4832470507
CONOCIDO,"AGUA, LUZ, SANITARIOS",10.0,50.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,ESPINAL,20.2577752023,PREESCOLAR NIÑOS HEROES,-97.3985992472
CONOCIDO,"AGUA, LUZ, SANITARIOS",10.0,50.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,STA. CATARINA,20.2966505321,ESCUELA PRIMARIA MIGUEL HIDALGO,-97.4800237074
CONOCIDO,"AGUA, LUZ, SANITARIOS",60.0,250.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,EL CIRUELO,20.3033691118,ESCUELA PRIMARIA BENITO JUAREZ,-97.4750569884
CONOCIDO,"AGUA, LUZ, SANITARIOS",27.0,120.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,MIGUEL ALEMAN,20.2575294286,TELESE ALVARO GALVEZ Y FUENTES,-97.4536373132
CONOCIDO,"AGUA, LUZ, SANITARIOS",4.0,20.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,MIGUEL ALEMAN,20.2575294286,PREESCOLAR MIGUEL ALEMAN,-97.4536373132
CONOCIDO,"AGUA, LUZ, SANITARIOS",27.0,120.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,POZA LARGA ZAPOTAL,20.3251298972,ESCUELA PRIMARIA MIGUEL HIDALGO,-97.4750592336
CONOCIDO,"AGUA, LUZ, SANITARIOS",25.0,100.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COLONIA CUAHUTEMOC,20.222212986,FINCA LOS LAURELES,-97.4834022995
CONOCIDO,"AGUA, LUZ, SANITARIOS",6.0,25.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,LA LUNA,20.1750451634,CASA DE SALUD,-97.489876373
CONOCIDO,"AGUA, LUZ, SANITARIOS",10.0,50.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,POZA LARGA MIRADORES,20.1527000331,ALBERGUE EMILIANO ZAPATA,-97.5073369547
CONOCIDO,"AGUA, LUZ, SANITARIOS",25.0,100.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,IGLESIA,SANTA ISABEL,20.1994037222,IGLESIA CATOLICA,-97.4760906845
CONOCIDO,"AGUA, LUZ, SANITARIOS",60.0,250.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,GUADALUPE DE HIDALGO,20.299371765,AUDITORIO LOCAL,-97.4278113388
CONOCIDO,"AGUA, LUZ, SANITARIOS",13.0,50.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COLONIA CUAHUTEMOC,20.2055949834,SUB-AGENCIA MUNICIPAL,-97.5451885564
CONOCIDO,"AGUA, LUZ, SANITARIOS",13.0,50.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,CHAPULTEPEC,20.192203382,SUB-AGENCIA MUNICIPAL,-97.529073275
CONOCIDO,"AGUA, LUZ, SANITARIOS",5.0,20.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,NUEVO OJITE,20.2179168416,SUB-AGENCIA MUNICIPAL,-97.4751246347
CONOCIDO,"AGUA, LUZ, SANITARIOS",6.0,25.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,EL MIRADOR,20.2291257217,CASA DE SALUD,-97.4729951772
CONOCIDO,"AGUA, LUZ, SANITARIOS",7.0,26.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,EL MIRADOR,20.2291257217,CASA DEL CAMPESINO,-97.4729951772
CONOCIDO,"AGUA, LUZ, SANITARIOS",22.0,100.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,EL MIRADOR,20.2291257217,ESCUELA PRIMARIA URSULO GALVAN,-97.4729951772
CONOCIDO,"AGUA, LUZ, SANITARIOS",70.0,300.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COMALTECO,20.2505463558,AUDITORIO LOCAL,-97.4730581146
CONOCIDO,"AGUA, LUZ, SANITARIOS",70.0,300.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,ENTABLADERO,20.2760737562,AUDITORIO LOCAL,-97.5486133383
CONOCIDO,"AGUA, LUZ, SANITARIOS",4.0,20.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,SAN PEDRO MIRADORES,20.190248763,ESCUELA PRIMARIA BENITO JUAREZ,-97.4778518306
CONOCIDO,"AGUA, LUZ, SANITARIOS",6.0,25.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,LA LUNA,20.1748504047,SUB-AGENCIA MUNICIPAL,-97.489204642
CONOCIDO,"AGUA, LUZ, SANITARIOS",8.0,30.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,EL CERRO,20.2748084758,ESCUELA PRIMARIA,-97.4096306073
CONOCIDO,"AGUA, LUZ, SANITARIOS",50.0,200.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,MELCHOR OCAMPO,20.3450156709,ALBERGUE BENITO JUAREZ,-97.535052435
CONOCIDO,"AGUA, LUZ, SANITARIOS",30.0,130.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,CHAPULTEPEC,20.2056224589,AUDITORIO LOCAL,-97.5454026159
CONOCIDO,"AGUA, LUZ, SANITARIOS",25.0,100.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,ZACATE LIMON,20.2253658975,AUDITORIO LOCAL,-97.5241788084
CONOCIDO,"AGUA, LUZ, SANITARIOS",20.0,80.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,ERMITAÑO,20.2072080665,AUDITORIO LOCAL,-97.5113345199
CONOCIDO,"AGUA, LUZ, SANITARIOS",8.0,30.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,COLONIA CUAHUTEMOC,20.2217181509,AUDITORIO LOCAL,-97.4827803537
CONOCIDO,"AGUA, LUZ, SANITARIOS",22.0,100.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,GARRANCHOS,20.229734722,AUDITORIO LOCAL,-97.4714214246
CONOCIDO,"AGUA, LUZ, SANITARIOS",45.0,180.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,SAN LEONCIO JAMAYA,20.312872278,ESCUELA PRIMARIA MIGUEL ALEMAN,-97.5788080157
CONOCIDO,"AGUA, LUZ, SANITARIOS",36.0,150.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,SAN LEONCIO JAMAYA,20.312872278,AUDITORIO LOCAL,-97.5788080157
CONOCIDO,"AGUA, LUZ, SANITARIOS",36.0,150.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,ZAPOTE CHICO,20.3184328042,AUDITORIO LOCAL,-97.5638809567
CONOCIDO,"AGUA, LUZ, SANITARIOS",36.0,150.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,OJO DE AGUA,20.2680552263,AUDITORIO LOCAL,-97.5259221535
CONOCIDO,"AGUA, LUZ, SANITARIOS",27.0,110.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,BUENA VISTA,20.2963642193,AUDITORIO LOCAL,-97.5042253167
CONOCIDO,"AGUA, LUZ, SANITARIOS",22.0,120.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,LA NORIA,20.2752931796,AUDITORIO LOCAL,-97.5609067719
CONOCIDO,"AGUA, LUZ, SANITARIOS",12.0,50.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,SANTA ISABEL CRUZ,20.1848741698,AUDITORIO LOCAL,-97.5131925396
CONOCIDO,"AGUA, LUZ, SANITARIOS",36.0,150.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,EL ZAPOTAL,20.3183232191,AUDITORIO LOCAL,-97.4584139623
CONOCIDO,"AGUA, LUZ, SANITARIOS",20.0,100.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,MEDIO DIA,20.2820277298,AUDITORIO LOCAL,-97.4565697802
CONOCIDO,"AGUA, LUZ, SANITARIOS",36.0,150.0,ESPINAL,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,SANTA CRUZ,20.3033928118,AUDITORIO LOCAL,-97.4371420023
CALLE RAFAEL HERNANDEZ OCHOA SIN NUMERO COLONIA CENTRO P. 93100,"AGUA, LUZ, SANITARIOS",5.0,20.0,FILOMENO MATA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,FILOMENO MATA,20.1983120249,AUDITORIO MUNICIPAL,-97.7039056403
CALLE HERMELEGILDO GALEANA SIN NUMERO SOBRE LA CALLE ALDAMA CENTRO,"AGUA, LUZ, SANITARIOS",5.0,20.0,FILOMENO MATA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,FILOMENO MATA,20.1983120249,BACHILL.TE AGROP. NUMERO 36,-97.7039056403
CALLE IGNACIO ALDAMA SIN NUMERO ZONA CENTRO,"AGUA, LUZ, SANITARIOS",5.0,20.0,FILOMENO MATA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,FILOMENO MATA,20.1983605037,AUDITORIO ESCUELA PRIMARIA JUAN RULFO,-97.7039778809
CALLE LIBERTAD NORTE SIN NUMERO ZONA CENTRO,"AGUA, LUZ, SANITARIOS",5.0,20.0,FILOMENO MATA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,FILOMENO MATA,20.1984409976,AUDITORIO ESCUELA ESTATAL JUSTO SIERRA,-97.7039507331
CALLE CUAUHTEMOC NUMERO 54 ZONA CENTRO,"AGUA, LUZ, SANITARIOS",5.0,20.0,FILOMENO MATA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,HELEODORO DAVILA,20.1916512141,AUDITORIO ESCUELA PRIMARIA JAIME TORRES BODET,-97.7066398921
CALLE PRINCIPAL SIN NUMERO ZONA CENTRO,"AGUA, LUZ, SANITARIOS",5.0,20.0,FILOMENO MATA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,FRANCISCO VILLA,20.179903038,ESCUELA PRIMARIA SEBASTIAN LERDO DE TEJADA,-97.6478177857
AVENIDA MIGUEL ALEMAN SIN NUMERO ZONA CENTRO,"AGUA, LUZ, SANITARIOS",5.0,20.0,FILOMENO MATA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,CERRO GRANDE,20.2388561959,AUDITORIO TELESECUNDARIA EMILIANO ZAPATA,-97.6819209667
AVENIDA PRINCIPAL SIN NUMERO ZONA CENTRO,"AGUA, LUZ, SANITARIOS",5.0,20.0,FILOMENO MATA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SALON,CRUCERO,20.2181906389,ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA,-97.7014984208
FRANCISCO JAVIER MINA NUMERO 45,"AGUA, LUZ, SANITARIOS",15.0,60.0,GUTIERREZ ZAMORA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,IGLESIA,GUTIERREZ ZAMORA,20.4536457382,PARROQUIA DE NUESTRA SRA. DEL CARMEN,-97.0897559638
CALLE CRISTOBAL COLON SIN NUMERO ESQUINA 27 DE SEPTIEMBRE COLONIA R. MURILLO,"AGUA, LUZ, SANITARIOS",11.0,45.0,GUTIERREZ ZAMORA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,GUTIERREZ ZAMORA,20.4412067782,ESCUELA ? LICENCIADO BENITO JUAREZ GARCIA,-97.0899219455
AVE. JOSERODRIGUEZ ACOSTA NUMERO 1,"AGUA, LUZ, SANITARIOS",30.0,150.0,GUTIERREZ ZAMORA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,GUTIERREZ ZAMORA,20.4458921308,ESCUELA? ENRIQUE  REBSAMEN,-97.0895519285
PROL. DR. MIGUEL PATIÑO SIN NUMERO,"AGUA, LUZ, SANITARIOS",28.0,120.0,GUTIERREZ ZAMORA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,GUTIERREZ ZAMORA,20.4452321918,UNIVERSIDAD TECNOLOGICA DE GUTIERREZ ZAMORA,-97.0887558228
CALLE FLORES MAGON NUMERO 10,"AGUA, LUZ, SANITARIOS",37.0,150.0,GUTIERREZ ZAMORA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,GUTIERREZ ZAMORA,20.4448010805,ESCUELA PRIMARIA FORD 32,-97.0904432029
CALLE JOSEFA ORTIZ DE DOMINGUEZ SIN NUMERO COLONIA DEL CARMEN,"AGUA, LUZ, SANITARIOS",28.0,120.0,GUTIERREZ ZAMORA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,GUTIERREZ ZAMORA,20.4536465403,ESCUELA ? NIÑOS HEROES DE CHAPULTEPEC,-97.0897012199
JUVENTUD ESQUINA MADERO SIN NUMERO COLONIA HIDALGO,"AGUA, LUZ, SANITARIOS",25.0,100.0,GUTIERREZ ZAMORA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,ESCUELA,GUTIERREZ ZAMORA,20.443565984,TELESECUNDARIA JUSTO SIERRA,-97.0865664241
PROL. DR. MIGUEL PATIÑO NUMERO 23,"AGUA, LUZ, SANITARIOS",60.0,250.0,GUTIERREZ ZAMORA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,IGLESIA,GUTIERREZ ZAMORA,20.4453560049,IGLESIA BAUTISTA SINAI,-97.088684399
ENTRE LAS CALLES JORGE DE CASTRO Y COLONIA CUAUHTEMOC,"AGUA, LUZ, SANITARIOS",125.0,500.0,PAPANTLA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SIN DATO,PAPANTLA,20.45012,AUDITORIO FERNANDO GUTIERREZ BARRIOS,-97.3107566667
ENTRE LAS CALLES BENITO JUAREZ Y VALENTIN GOMEZ FARIAS,"AGUA, LUZ, SANITARIOS",25.0,100.0,PAPANTLA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SIN DATO,PAPANTLA,20.4552816667,CLUB DE LEONES,-97.31928
ENTRE LAS CALLES 20 DE NOVIEMBRE Y GILDARDO MUÑOZ,"AGUA, LUZ, SANITARIOS",75.0,300.0,PAPANTLA,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE,INGENIERO ROCIO PINEDA MARQUEZ,SIN DATO,PAPANTLA,20.4495733333,UPPOP,-97.32221
